condition	study_count	taxon_1578	taxon_838	taxon_186803	taxon_816	taxon_1301	taxon_1678	taxon_216851	taxon_1239	taxon_201174	taxon_216572	taxon_976	taxon_1263	taxon_572511	taxon_1224	taxon_375288	taxon_543	taxon_1485	taxon_841	taxon_186802	taxon_239759	taxon_29465	taxon_186801	taxon_171552	taxon_171549	taxon_39948	taxon_848	taxon_239934	taxon_33042	taxon_33958	taxon_91061	taxon_724	taxon_186826	taxon_189330	taxon_200643	taxon_1350	taxon_128827	taxon_1236	taxon_31977	taxon_1654	taxon_186804	taxon_28050	taxon_906	taxon_84107	taxon_1300	taxon_33024	taxon_40544	taxon_31953	taxon_570	taxon_207244	taxon_102106	taxon_91347	taxon_171550	taxon_459786	taxon_872	taxon_1279	taxon_815	taxon_283168	taxon_1506553	taxon_286	taxon_292632	taxon_1716	taxon_1378	taxon_31979	taxon_2005473	taxon_836	taxon_1283313	taxon_1730	taxon_84999	taxon_482	taxon_1940338	taxon_580596	taxon_1501226	taxon_577310	taxon_191303	taxon_171551	taxon_74201	taxon_32207	taxon_574697	taxon_853	taxon_158846	taxon_239935	taxon_1407607	taxon_85004	taxon_1257	taxon_35832	taxon_561	taxon_562	taxon_526525	taxon_577309	taxon_712	taxon_1357	taxon_33038	taxon_194924	taxon_117563	taxon_244127	taxon_469	taxon_32066	taxon_990719	taxon_194	taxon_119852
Chronic constipation	17	0.23529411764705882	0.17647058823529413	0.35294117647058826	0.47058823529411764	0.29411764705882354	0.29411764705882354	0.29411764705882354	0.29411764705882354	0.17647058823529413	0.5882352941176471	0.4117647058823529	0.23529411764705882	0.11764705882352941	0.35294117647058826	0.4117647058823529	0.47058823529411764	0.23529411764705882	0.35294117647058826	0.47058823529411764	0.29411764705882354	0.17647058823529413	0.17647058823529413	0.11764705882352941	0.4117647058823529	0.17647058823529413	0.11764705882352941	0.4117647058823529	0.058823529411764705	0.29411764705882354	0.17647058823529413	0.11764705882352941	0.17647058823529413	0.17647058823529413	0.23529411764705882	0.11764705882352941	0.35294117647058826	0.23529411764705882	0.17647058823529413	0.058823529411764705	0.23529411764705882	0.23529411764705882	0.17647058823529413	0.23529411764705882	0.23529411764705882	0.11764705882352941	0.23529411764705882	0.11764705882352941	0.29411764705882354	0.17647058823529413	0.11764705882352941	0.4117647058823529	0.17647058823529413	0.35294117647058826	0.11764705882352941	0.0	0.4117647058823529	0.23529411764705882	0.23529411764705882	0.11764705882352941	0.35294117647058826	0.0	0.0	0.11764705882352941	0.23529411764705882	0.0	0.0	0.11764705882352941	0.17647058823529413	0.0	0.23529411764705882	0.11764705882352941	0.17647058823529413	0.11764705882352941	0.0	0.23529411764705882	0.17647058823529413	0.0	0.17647058823529413	0.058823529411764705	0.17647058823529413	0.17647058823529413	0.29411764705882354	0.058823529411764705	0.0	0.11764705882352941	0.11764705882352941	0.17647058823529413	0.23529411764705882	0.11764705882352941	0.11764705882352941	0.17647058823529413	0.23529411764705882	0.11764705882352941	0.0	0.17647058823529413	0.058823529411764705	0.058823529411764705	0.29411764705882354	0.058823529411764705	0.11764705882352941
Constipation	17	0.29411764705882354	0.11764705882352941	0.35294117647058826	0.29411764705882354	0.058823529411764705	0.35294117647058826	0.11764705882352941	0.23529411764705882	0.17647058823529413	0.23529411764705882	0.23529411764705882	0.35294117647058826	0.17647058823529413	0.23529411764705882	0.35294117647058826	0.23529411764705882	0.29411764705882354	0.058823529411764705	0.23529411764705882	0.29411764705882354	0.11764705882352941	0.11764705882352941	0.058823529411764705	0.058823529411764705	0.17647058823529413	0.058823529411764705	0.35294117647058826	0.29411764705882354	0.11764705882352941	0.11764705882352941	0.058823529411764705	0.11764705882352941	0.17647058823529413	0.058823529411764705	0.17647058823529413	0.11764705882352941	0.23529411764705882	0.17647058823529413	0.058823529411764705	0.058823529411764705	0.23529411764705882	0.11764705882352941	0.11764705882352941	0.0	0.29411764705882354	0.11764705882352941	0.11764705882352941	0.23529411764705882	0.11764705882352941	0.11764705882352941	0.23529411764705882	0.0	0.23529411764705882	0.17647058823529413	0.0	0.11764705882352941	0.17647058823529413	0.058823529411764705	0.058823529411764705	0.23529411764705882	0.0	0.058823529411764705	0.11764705882352941	0.17647058823529413	0.0	0.058823529411764705	0.058823529411764705	0.17647058823529413	0.11764705882352941	0.17647058823529413	0.058823529411764705	0.058823529411764705	0.11764705882352941	0.17647058823529413	0.058823529411764705	0.17647058823529413	0.058823529411764705	0.0	0.058823529411764705	0.11764705882352941	0.0	0.17647058823529413	0.11764705882352941	0.0	0.11764705882352941	0.0	0.0	0.058823529411764705	0.058823529411764705	0.0	0.0	0.11764705882352941	0.11764705882352941	0.0	0.11764705882352941	0.0	0.0	0.11764705882352941	0.0	0.29411764705882354
Response to antibiotic	17	0.29411764705882354	0.17647058823529413	0.23529411764705882	0.35294117647058826	0.11764705882352941	0.29411764705882354	0.23529411764705882	0.058823529411764705	0.23529411764705882	0.23529411764705882	0.17647058823529413	0.11764705882352941	0.23529411764705882	0.23529411764705882	0.23529411764705882	0.17647058823529413	0.29411764705882354	0.058823529411764705	0.35294117647058826	0.058823529411764705	0.0	0.17647058823529413	0.058823529411764705	0.23529411764705882	0.058823529411764705	0.058823529411764705	0.23529411764705882	0.0	0.11764705882352941	0.11764705882352941	0.11764705882352941	0.11764705882352941	0.11764705882352941	0.11764705882352941	0.17647058823529413	0.23529411764705882	0.11764705882352941	0.0	0.0	0.11764705882352941	0.11764705882352941	0.17647058823529413	0.0	0.058823529411764705	0.058823529411764705	0.11764705882352941	0.058823529411764705	0.11764705882352941	0.058823529411764705	0.11764705882352941	0.11764705882352941	0.11764705882352941	0.0	0.058823529411764705	0.11764705882352941	0.11764705882352941	0.0	0.17647058823529413	0.058823529411764705	0.0	0.058823529411764705	0.0	0.23529411764705882	0.23529411764705882	0.0	0.11764705882352941	0.058823529411764705	0.11764705882352941	0.058823529411764705	0.11764705882352941	0.11764705882352941	0.17647058823529413	0.11764705882352941	0.11764705882352941	0.0	0.11764705882352941	0.11764705882352941	0.0	0.058823529411764705	0.0	0.17647058823529413	0.058823529411764705	0.058823529411764705	0.0	0.0	0.23529411764705882	0.17647058823529413	0.11764705882352941	0.0	0.0	0.058823529411764705	0.058823529411764705	0.11764705882352941	0.0	0.058823529411764705	0.0	0.0	0.058823529411764705	0.0	0.058823529411764705
Body mass index	16	0.375	0.1875	0.375	0.3125	0.25	0.375	0.4375	0.125	0.25	0.375	0.125	0.3125	0.375	0.1875	0.4375	0.375	0.3125	0.1875	0.1875	0.3125	0.125	0.25	0.25	0.0625	0.375	0.25	0.3125	0.125	0.125	0.125	0.3125	0.125	0.375	0.0625	0.125	0.25	0.1875	0.1875	0.125	0.125	0.25	0.25	0.25	0.0625	0.125	0.25	0.125	0.1875	0.375	0.25	0.1875	0.125	0.1875	0.25	0.25	0.0	0.3125	0.25	0.1875	0.25	0.0	0.3125	0.0625	0.125	0.0	0.25	0.125	0.1875	0.0	0.125	0.125	0.0625	0.1875	0.125	0.1875	0.1875	0.0	0.1875	0.0625	0.375	0.0	0.1875	0.125	0.0	0.1875	0.1875	0.0	0.1875	0.0625	0.0625	0.0625	0.125	0.1875	0.125	0.0625	0.0625	0.0625	0.125	0.0625	0.0
Gestational diabetes	16	0.3125	0.4375	0.4375	0.3125	0.25	0.375	0.25	0.25	0.25	0.1875	0.3125	0.375	0.3125	0.25	0.25	0.125	0.125	0.375	0.125	0.25	0.25	0.25	0.1875	0.1875	0.1875	0.125	0.125	0.4375	0.25	0.0625	0.1875	0.0	0.4375	0.3125	0.1875	0.1875	0.125	0.125	0.1875	0.0	0.125	0.125	0.1875	0.0	0.1875	0.3125	0.1875	0.1875	0.1875	0.375	0.0	0.0625	0.25	0.1875	0.125	0.125	0.0625	0.125	0.0625	0.1875	0.0625	0.1875	0.0625	0.0625	0.1875	0.125	0.125	0.125	0.0625	0.1875	0.125	0.125	0.1875	0.1875	0.0625	0.1875	0.0625	0.125	0.0625	0.0625	0.0625	0.125	0.125	0.0	0.1875	0.125	0.0	0.0625	0.1875	0.0625	0.0625	0.125	0.0	0.1875	0.1875	0.0625	0.125	0.0625	0.0	0.0625
Health study participation	15	0.26666666666666666	0.13333333333333333	0.2	0.06666666666666667	0.2	0.13333333333333333	0.2	0.26666666666666666	0.3333333333333333	0.2	0.26666666666666666	0.13333333333333333	0.13333333333333333	0.2	0.06666666666666667	0.4	0.06666666666666667	0.13333333333333333	0.13333333333333333	0.13333333333333333	0.06666666666666667	0.26666666666666666	0.3333333333333333	0.2	0.13333333333333333	0.06666666666666667	0.06666666666666667	0.13333333333333333	0.3333333333333333	0.3333333333333333	0.13333333333333333	0.2	0.06666666666666667	0.26666666666666666	0.13333333333333333	0.2	0.2	0.2	0.06666666666666667	0.2	0.06666666666666667	0.0	0.2	0.3333333333333333	0.06666666666666667	0.13333333333333333	0.2	0.0	0.2	0.13333333333333333	0.2	0.2	0.06666666666666667	0.0	0.06666666666666667	0.13333333333333333	0.06666666666666667	0.0	0.06666666666666667	0.06666666666666667	0.0	0.13333333333333333	0.0	0.06666666666666667	0.13333333333333333	0.06666666666666667	0.06666666666666667	0.13333333333333333	0.13333333333333333	0.06666666666666667	0.0	0.13333333333333333	0.13333333333333333	0.13333333333333333	0.26666666666666666	0.06666666666666667	0.0	0.0	0.06666666666666667	0.06666666666666667	0.06666666666666667	0.06666666666666667	0.13333333333333333	0.06666666666666667	0.06666666666666667	0.06666666666666667	0.13333333333333333	0.06666666666666667	0.06666666666666667	0.3333333333333333	0.06666666666666667	0.0	0.13333333333333333	0.0	0.13333333333333333	0.06666666666666667	0.2	0.06666666666666667	0.0	0.06666666666666667
Autism spectrum disorder	15	0.3333333333333333	0.4	0.6666666666666666	0.2	0.13333333333333333	0.26666666666666666	0.3333333333333333	0.2	0.26666666666666666	0.4	0.0	0.06666666666666667	0.13333333333333333	0.13333333333333333	0.26666666666666666	0.4666666666666667	0.13333333333333333	0.2	0.3333333333333333	0.2	0.26666666666666666	0.2	0.3333333333333333	0.13333333333333333	0.26666666666666666	0.2	0.2	0.2	0.2	0.06666666666666667	0.2	0.13333333333333333	0.2	0.2	0.06666666666666667	0.26666666666666666	0.2	0.3333333333333333	0.0	0.06666666666666667	0.2	0.26666666666666666	0.3333333333333333	0.13333333333333333	0.26666666666666666	0.06666666666666667	0.3333333333333333	0.13333333333333333	0.2	0.13333333333333333	0.2	0.0	0.0	0.2	0.2	0.2	0.26666666666666666	0.4	0.13333333333333333	0.2	0.13333333333333333	0.13333333333333333	0.0	0.06666666666666667	0.0	0.2	0.2	0.06666666666666667	0.0	0.26666666666666666	0.06666666666666667	0.06666666666666667	0.2	0.06666666666666667	0.2	0.13333333333333333	0.0	0.13333333333333333	0.06666666666666667	0.3333333333333333	0.06666666666666667	0.0	0.2	0.0	0.13333333333333333	0.0	0.06666666666666667	0.0	0.26666666666666666	0.26666666666666666	0.13333333333333333	0.13333333333333333	0.2	0.06666666666666667	0.0	0.06666666666666667	0.0	0.13333333333333333	0.06666666666666667	0.06666666666666667
Asthma	14	0.2857142857142857	0.2857142857142857	0.14285714285714285	0.21428571428571427	0.21428571428571427	0.14285714285714285	0.21428571428571427	0.21428571428571427	0.07142857142857142	0.0	0.21428571428571427	0.14285714285714285	0.07142857142857142	0.21428571428571427	0.14285714285714285	0.07142857142857142	0.07142857142857142	0.21428571428571427	0.07142857142857142	0.21428571428571427	0.14285714285714285	0.0	0.0	0.07142857142857142	0.21428571428571427	0.14285714285714285	0.14285714285714285	0.0	0.07142857142857142	0.0	0.21428571428571427	0.0	0.14285714285714285	0.07142857142857142	0.07142857142857142	0.0	0.0	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	0.0	0.0	0.07142857142857142	0.0	0.14285714285714285	0.07142857142857142	0.07142857142857142	0.0	0.07142857142857142	0.0	0.07142857142857142	0.07142857142857142	0.07142857142857142	0.07142857142857142	0.07142857142857142	0.0	0.14285714285714285	0.0	0.14285714285714285	0.0	0.0	0.07142857142857142	0.0	0.0	0.0	0.07142857142857142	0.07142857142857142	0.0	0.0	0.14285714285714285	0.0	0.0	0.0	0.0	0.0	0.07142857142857142	0.14285714285714285	0.0	0.0	0.0	0.14285714285714285	0.0	0.0	0.07142857142857142	0.0	0.0	0.0	0.0	0.0	0.0
Sampling site	14	0.2857142857142857	0.2857142857142857	0.42857142857142855	0.35714285714285715	0.5714285714285714	0.2857142857142857	0.14285714285714285	0.07142857142857142	0.2857142857142857	0.14285714285714285	0.21428571428571427	0.21428571428571427	0.21428571428571427	0.14285714285714285	0.21428571428571427	0.14285714285714285	0.2857142857142857	0.14285714285714285	0.2857142857142857	0.14285714285714285	0.07142857142857142	0.2857142857142857	0.14285714285714285	0.21428571428571427	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.21428571428571427	0.07142857142857142	0.2857142857142857	0.21428571428571427	0.2857142857142857	0.14285714285714285	0.21428571428571427	0.14285714285714285	0.07142857142857142	0.21428571428571427	0.14285714285714285	0.0	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.21428571428571427	0.21428571428571427	0.07142857142857142	0.14285714285714285	0.07142857142857142	0.14285714285714285	0.0	0.07142857142857142	0.21428571428571427	0.21428571428571427	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.07142857142857142	0.07142857142857142	0.07142857142857142	0.14285714285714285	0.21428571428571427	0.07142857142857142	0.2857142857142857	0.07142857142857142	0.07142857142857142	0.07142857142857142	0.0	0.21428571428571427	0.07142857142857142	0.07142857142857142	0.14285714285714285	0.0	0.14285714285714285	0.0	0.07142857142857142	0.14285714285714285	0.07142857142857142	0.14285714285714285	0.0	0.14285714285714285	0.07142857142857142	0.07142857142857142	0.07142857142857142	0.14285714285714285	0.0	0.07142857142857142	0.07142857142857142	0.07142857142857142	0.2857142857142857	0.07142857142857142	0.0	0.07142857142857142	0.07142857142857142	0.0	0.2857142857142857	0.14285714285714285	0.07142857142857142	0.14285714285714285	0.07142857142857142
Diet measurement	14	0.21428571428571427	0.21428571428571427	0.21428571428571427	0.21428571428571427	0.07142857142857142	0.21428571428571427	0.14285714285714285	0.14285714285714285	0.21428571428571427	0.07142857142857142	0.14285714285714285	0.21428571428571427	0.21428571428571427	0.14285714285714285	0.14285714285714285	0.07142857142857142	0.21428571428571427	0.07142857142857142	0.14285714285714285	0.0	0.07142857142857142	0.21428571428571427	0.14285714285714285	0.14285714285714285	0.07142857142857142	0.07142857142857142	0.14285714285714285	0.35714285714285715	0.07142857142857142	0.14285714285714285	0.0	0.0	0.07142857142857142	0.07142857142857142	0.14285714285714285	0.14285714285714285	0.07142857142857142	0.14285714285714285	0.07142857142857142	0.21428571428571427	0.14285714285714285	0.14285714285714285	0.21428571428571427	0.07142857142857142	0.07142857142857142	0.07142857142857142	0.07142857142857142	0.07142857142857142	0.07142857142857142	0.14285714285714285	0.0	0.07142857142857142	0.14285714285714285	0.07142857142857142	0.0	0.07142857142857142	0.0	0.14285714285714285	0.0	0.21428571428571427	0.0	0.0	0.21428571428571427	0.14285714285714285	0.0	0.07142857142857142	0.0	0.21428571428571427	0.0	0.07142857142857142	0.07142857142857142	0.07142857142857142	0.07142857142857142	0.21428571428571427	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.21428571428571427	0.14285714285714285	0.07142857142857142	0.0	0.14285714285714285	0.0	0.14285714285714285	0.07142857142857142	0.07142857142857142	0.0	0.14285714285714285	0.07142857142857142	0.07142857142857142	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.07142857142857142	0.07142857142857142
Cervical glandular intraepithelial neoplasia	14	0.42857142857142855	0.35714285714285715	0.21428571428571427	0.07142857142857142	0.21428571428571427	0.07142857142857142	0.07142857142857142	0.2857142857142857	0.07142857142857142	0.0	0.21428571428571427	0.0	0.0	0.14285714285714285	0.07142857142857142	0.0	0.14285714285714285	0.0	0.2857142857142857	0.0	0.21428571428571427	0.2857142857142857	0.21428571428571427	0.21428571428571427	0.14285714285714285	0.07142857142857142	0.0	0.0	0.21428571428571427	0.21428571428571427	0.0	0.14285714285714285	0.0	0.21428571428571427	0.14285714285714285	0.07142857142857142	0.0	0.14285714285714285	0.07142857142857142	0.07142857142857142	0.0	0.2857142857142857	0.14285714285714285	0.21428571428571427	0.07142857142857142	0.07142857142857142	0.14285714285714285	0.0	0.0	0.07142857142857142	0.0	0.0	0.0	0.0	0.2857142857142857	0.07142857142857142	0.0	0.0	0.14285714285714285	0.0	0.14285714285714285	0.07142857142857142	0.07142857142857142	0.0	0.21428571428571427	0.0	0.0	0.14285714285714285	0.0	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.14285714285714285	0.14285714285714285	0.0	0.07142857142857142	0.0	0.14285714285714285	0.0	0.0	0.07142857142857142	0.0	0.0	0.0	0.0	0.0	0.21428571428571427	0.0	0.0	0.0
Socioeconomic status	14	0.14285714285714285	0.42857142857142855	0.2857142857142857	0.21428571428571427	0.07142857142857142	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.07142857142857142	0.21428571428571427	0.21428571428571427	0.14285714285714285	0.07142857142857142	0.14285714285714285	0.14285714285714285	0.07142857142857142	0.0	0.14285714285714285	0.07142857142857142	0.0	0.14285714285714285	0.14285714285714285	0.07142857142857142	0.0	0.14285714285714285	0.0	0.07142857142857142	0.0	0.14285714285714285	0.07142857142857142	0.14285714285714285	0.07142857142857142	0.07142857142857142	0.07142857142857142	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.07142857142857142	0.14285714285714285	0.0	0.14285714285714285	0.07142857142857142	0.07142857142857142	0.07142857142857142	0.0	0.07142857142857142	0.14285714285714285	0.14285714285714285	0.0	0.14285714285714285	0.2857142857142857	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.07142857142857142	0.0	0.07142857142857142	0.07142857142857142	0.14285714285714285	0.07142857142857142	0.07142857142857142	0.0	0.2857142857142857	0.07142857142857142	0.0	0.07142857142857142	0.0	0.0	0.0	0.0	0.0	0.0	0.07142857142857142	0.0	0.07142857142857142	0.0	0.14285714285714285	0.07142857142857142	0.0	0.0	0.0	0.07142857142857142	0.21428571428571427	0.07142857142857142	0.07142857142857142	0.0	0.0	0.0	0.0	0.0	0.07142857142857142	0.0	0.0	0.0	0.07142857142857142	0.07142857142857142
Cesarean section	13	0.5384615384615384	0.15384615384615385	0.07692307692307693	0.3076923076923077	0.3076923076923077	0.3076923076923077	0.23076923076923078	0.38461538461538464	0.23076923076923078	0.0	0.15384615384615385	0.0	0.0	0.0	0.07692307692307693	0.15384615384615385	0.23076923076923078	0.0	0.07692307692307693	0.07692307692307693	0.3076923076923077	0.07692307692307693	0.07692307692307693	0.0	0.07692307692307693	0.07692307692307693	0.07692307692307693	0.0	0.15384615384615385	0.07692307692307693	0.23076923076923078	0.0	0.0	0.0	0.5384615384615384	0.07692307692307693	0.07692307692307693	0.15384615384615385	0.07692307692307693	0.07692307692307693	0.0	0.0	0.0	0.07692307692307693	0.0	0.0	0.15384615384615385	0.23076923076923078	0.07692307692307693	0.07692307692307693	0.0	0.0	0.0	0.0	0.3076923076923077	0.0	0.0	0.0	0.15384615384615385	0.0	0.15384615384615385	0.07692307692307693	0.15384615384615385	0.07692307692307693	0.0	0.0	0.07692307692307693	0.0	0.07692307692307693	0.07692307692307693	0.0	0.0	0.0	0.0	0.0	0.0	0.07692307692307693	0.0	0.07692307692307693	0.0	0.0	0.0	0.07692307692307693	0.0	0.0	0.07692307692307693	0.0	0.0	0.0	0.0	0.15384615384615385	0.0	0.0	0.07692307692307693	0.0	0.15384615384615385	0.0	0.0	0.0	0.0
Chronic kidney disease	13	0.46153846153846156	0.23076923076923078	0.38461538461538464	0.3076923076923077	0.38461538461538464	0.15384615384615385	0.38461538461538464	0.3076923076923077	0.38461538461538464	0.23076923076923078	0.23076923076923078	0.38461538461538464	0.23076923076923078	0.23076923076923078	0.23076923076923078	0.3076923076923077	0.38461538461538464	0.38461538461538464	0.3076923076923077	0.38461538461538464	0.15384615384615385	0.3076923076923077	0.15384615384615385	0.23076923076923078	0.23076923076923078	0.23076923076923078	0.23076923076923078	0.3076923076923077	0.3076923076923077	0.3076923076923077	0.3076923076923077	0.3076923076923077	0.07692307692307693	0.15384615384615385	0.3076923076923077	0.15384615384615385	0.3076923076923077	0.23076923076923078	0.23076923076923078	0.23076923076923078	0.3076923076923077	0.0	0.15384615384615385	0.23076923076923078	0.23076923076923078	0.15384615384615385	0.0	0.3076923076923077	0.15384615384615385	0.23076923076923078	0.3076923076923077	0.23076923076923078	0.15384615384615385	0.23076923076923078	0.15384615384615385	0.23076923076923078	0.15384615384615385	0.23076923076923078	0.23076923076923078	0.46153846153846156	0.3076923076923077	0.07692307692307693	0.15384615384615385	0.07692307692307693	0.15384615384615385	0.15384615384615385	0.15384615384615385	0.15384615384615385	0.15384615384615385	0.3076923076923077	0.23076923076923078	0.38461538461538464	0.38461538461538464	0.07692307692307693	0.15384615384615385	0.15384615384615385	0.3076923076923077	0.3076923076923077	0.0	0.07692307692307693	0.0	0.15384615384615385	0.0	0.15384615384615385	0.07692307692307693	0.07692307692307693	0.0	0.15384615384615385	0.3076923076923077	0.15384615384615385	0.15384615384615385	0.07692307692307693	0.07692307692307693	0.23076923076923078	0.15384615384615385	0.23076923076923078	0.07692307692307693	0.07692307692307693	0.07692307692307693	0.0
Treatment	13	0.5384615384615384	0.23076923076923078	0.3076923076923077	0.46153846153846156	0.23076923076923078	0.46153846153846156	0.15384615384615385	0.23076923076923078	0.3076923076923077	0.5384615384615384	0.23076923076923078	0.23076923076923078	0.23076923076923078	0.3076923076923077	0.38461538461538464	0.07692307692307693	0.15384615384615385	0.23076923076923078	0.07692307692307693	0.3076923076923077	0.15384615384615385	0.0	0.3076923076923077	0.15384615384615385	0.07692307692307693	0.07692307692307693	0.5384615384615384	0.0	0.23076923076923078	0.23076923076923078	0.07692307692307693	0.38461538461538464	0.23076923076923078	0.15384615384615385	0.15384615384615385	0.3076923076923077	0.15384615384615385	0.23076923076923078	0.15384615384615385	0.07692307692307693	0.07692307692307693	0.15384615384615385	0.15384615384615385	0.15384615384615385	0.23076923076923078	0.0	0.15384615384615385	0.15384615384615385	0.07692307692307693	0.07692307692307693	0.07692307692307693	0.23076923076923078	0.38461538461538464	0.46153846153846156	0.07692307692307693	0.15384615384615385	0.15384615384615385	0.38461538461538464	0.15384615384615385	0.07692307692307693	0.23076923076923078	0.15384615384615385	0.0	0.46153846153846156	0.07692307692307693	0.23076923076923078	0.07692307692307693	0.15384615384615385	0.07692307692307693	0.23076923076923078	0.0	0.15384615384615385	0.23076923076923078	0.23076923076923078	0.07692307692307693	0.23076923076923078	0.07692307692307693	0.15384615384615385	0.15384615384615385	0.0	0.3076923076923077	0.07692307692307693	0.15384615384615385	0.07692307692307693	0.07692307692307693	0.0	0.15384615384615385	0.15384615384615385	0.15384615384615385	0.07692307692307693	0.07692307692307693	0.07692307692307693	0.23076923076923078	0.07692307692307693	0.23076923076923078	0.0	0.0	0.0	0.15384615384615385	0.07692307692307693
